,股票代码,质押日期,股东名称,质押方,质押股数(万股),占所持股比例(%),占总股本比例(%),冻结事由,冻结期限,状态,预警线(估算),平仓线(估算),质押日收盘价(前复权)(元),最新收盘价(元),质押股数(万股).1,占所持股比例(%).1,占总股本比例(%).1,解除日期,公告日期,平仓日
856,002292.SZ,2017/9/14,蔡东青,广州证券股份有限公司,"1,650.00",2.85,1.26,个人资金需求,"2017年9月14日开始质押,2018年9月14日解除质押",已到平仓线,9.52,8.33,14.87,5.67,"46,049.00",79.43,33.93,2019/9/14,2018/9/20,20180705
857,002292.SZ,2017/8/21,蔡晓东,广州证券股份有限公司,465,3.21,0.34,"蔡晓东质押给广州证券股份有限公司14,550,000股","质押开始日期2017-08-21,质押到期日2018-08-21,延期至2019年8月20日",已到平仓线,9.89,8.66,15.46,5.67,"13,881.97",95.95,10.23,2019/8/20,2018/10/18,20180621
858,002294.SZ,2018/8/13,信立泰药业有限公司,西藏信托有限公司,250,0.36,0.24,"信立泰药业有限公司质押2,500,000股给西藏信托有限公司用于融资",质押期限从2018年8月13日至质押双方向中国证券登记结算有限责任公司深圳分公司办理解除质押登记手续止,已到平仓线,25.59,22.39,31.99,22.1,"20,605.00",29.97,19.7,--,2018/8/15,20181214
859,002294.SZ,2018/8/13,信立泰药业有限公司,南洋商业银行(中国)有限公司深圳分行,500,0.73,0.48,"信立泰药业有限公司质押5,000,000股给南洋商业银行(中国)有限公司深圳分行用于融资",质押期限从2018年8月13日至质押双方向中国证券登记结算有限责任公司深圳分公司办理解除质押登记手续止,已到平仓线,25.59,22.39,31.99,22.1,"20,605.00",29.97,19.7,--,2018/8/15,20181214
860,002294.SZ,2018/8/3,信立泰药业有限公司,南洋商业银行有限公司,"2,000.00",2.91,2.87,"信立泰药业有限公司将20,000,000股质押给南洋商业银行有限公司用于融资",质押期限从2018年8月3日至质押双方向中国证券登记结算有限责任公司深圳分公司办理解除质押登记手续止,已到平仓线,25.38,22.21,31.73,22.1,"24,455.00",35.57,23.38,--,2018/8/7,20181214
861,002294.SZ,2018/6/13,信立泰药业有限公司,南洋商业银行(中国)有限公司深圳分行,"1,100.00",1.6,1.05,"信立泰药业有限公司质押1,100万股给南洋商业银行(中国)有限公司深圳分行用于融资。",质押日期从2018年6月13日至质押双方向中国证券登记结算有限责任公司深圳分公司办理解除质押登记手续止。,已到平仓线,32.25,28.22,40.32,22.1,"20,855.00",30.33,19.94,--,2018/6/15,20180910
862,002294.SZ,2018/6/1,信立泰药业有限公司,西藏信托有限公司,"2,650.00",3.85,2.53,"信立泰药业有限公司质押26,500,000股给西藏信托有限公司用于融资",质押期限自2018年6月1日至质押双方向中国证券登记结算有限责任公司深圳分公司办理解除质押登记手续止。,已到平仓线,32.33,28.29,40.41,22.1,"19,755.00",28.73,18.89,--,2018/6/5,20180906
863,002303.SZ,2016/6/14,王海鹏,长城证券股份有限公司,"18,780.00",28.26,12.26,质押给长城证券股份有限公司,"质押开始日期2016年6月14日质押到期日2018年6月14日,延期至2019年6月14日,延期至2020/06/14",已到平仓线,6.35,5.55,9.91,4.25,"37,345.69",56.2,24.39,2020/6/14,2019/6/18,20180530
864,002308.SZ,2018/7/16,维尔京群岛威创投资有限公司,华鑫国际信托有限公司,"1,230.00",4.07,1.35,"VTRON INVESTMENT LIMITED将12,300,000股质押给华鑫国际信托有限公司用于补充质押",质押期限从2018年7月16日至质押双方向中国证券登记结算有限责任公司办理解除质押登记手续止,已到平仓线,5.05,4.42,7.89,4.29,"20,757.00",68.67,22.8,--,2018/7/18,20190129
865,002308.SZ,2018/7/12,维尔京群岛威创投资有限公司,中山证券有限责任公司,950,3.14,1.04,"VTRON INVESTMENT LIMITED将9,500,000股质押给中山证券有限责任公司用于补充质押",质押期限从2018年7月12日至质押双方向中国证券登记结算有限责任公司办理解除质押登记手续止,已到平仓线,4.97,4.35,7.77,4.29,"20,757.00",68.67,22.8,--,2018/7/18,20190129
866,002308.SZ,2017/1/20,维尔京群岛威创投资有限公司,中山证券有限责任公司,"3,000.00",9.06,3.54,融资,"质押开始日期2017年1月20日,质押解除日期质押双方向中国证券登记结算有限责任公司办理解除质押登记手续止",已到平仓线,8.63,7.55,13.48,4.29,"17,505.00",52.84,20.66,--,2017/1/24,20180705
867,002308.SZ,2016/12/8,维尔京群岛威创投资有限公司,华鑫国际信托有限公司,"2,405.00",7.26,2.84,融资,"质押开始日期2016年12月8日
质押到期日质押双方向中国证券登记结算有限责任公司办理解除质押登记手续止",已到平仓线,9.91,8.67,15.49,4.29,"14,505.00",43.79,17.12,--,2016/12/15,20180619
868,002310.SZ,2018/8/28,何巧女,华福证券有限责任公司,200,0.18,0.07,"何巧女质押2,000,000股给华福证券有限责任公司用于补充质押",质押期限从2018年8月28日至办理解除质押登记手续之日,已到平仓线,10.15,8.88,12.69,5.38,"80,140.25",71.95,29.87,--,2018/8/30,20181012
869,002310.SZ,2018/8/28,何巧女,华创证券有限责任公司,720,0.65,0.27,"何巧女质押7,200,000股给华创证券有限责任公司用于补充质押",质押期限从2018年8月28日至办理解除质押登记手续之日,已到平仓线,10.15,8.88,12.69,5.38,"80,140.25",71.95,29.87,--,2018/8/30,20181012
870,002310.SZ,2018/8/28,唐凯,东兴证券股份有限公司,"1,050.00",5.11,0.39,"唐凯质押10,500,000股给东兴证券股份有限公司用于补充质押",质押期限从2018年8月28日至办理解除质押登记手续之日,已到平仓线,10.15,8.88,12.69,5.38,"3,722.01",18.13,1.39,--,2018/8/30,20181012
871,002310.SZ,2018/8/27,唐凯,中海信托股份有限公司,"2,672.01",13.01,1.0,"唐凯质押26,720,106股给中海信托股份有限公司用于补充质押",质押期限从2018年8月27日至办理解除质押登记手续之日,已到平仓线,10.59,9.27,13.24,5.38,"3,722.01",18.13,1.39,--,2018/8/30,20181011
872,002310.SZ,2018/8/27,何巧女,五矿证券有限公司,164.62,0.15,0.06,"何巧女质押4,757,000股给五矿证券有限公司用于补充质押",质押期限从2018年8月27日至办理解除质押登记手续之日,已到平仓线,10.59,9.27,13.24,5.38,"80,140.25",71.95,29.87,--,2018/8/30,20181011
873,002310.SZ,2018/8/27,何巧女,恒泰证券股份有限公司,460,0.41,0.17,"何巧女质押4,600,000股给恒泰证券股份有限公司用于补充质押",质押期限从2018年8月27日至办理解除质押登记手续之日,已到平仓线,10.59,9.27,13.24,5.38,"80,140.25",71.95,29.87,--,2018/8/30,20181011
874,002310.SZ,2018/8/27,何巧女,安信证券股份有限公司,475.7,0.43,0.18,"何巧女质押4,757,000股给安信证券股份有限公司用于补充质押",质押期限从2018年8月27日至办理解除质押登记手续之日,已到平仓线,10.59,9.27,13.24,5.38,"80,140.25",71.95,29.87,--,2018/8/30,20181011
875,002310.SZ,2018/8/27,何巧女,华创证券有限责任公司,"1,000.00",0.9,0.37,"何巧女质押10,000,000股给华创证券有限责任公司用于补充质押",质押期限从2018年8月27日至办理解除质押登记手续之日,已到平仓线,10.59,9.27,13.24,5.38,"80,140.25",71.95,29.87,--,2018/8/30,20181011
876,002310.SZ,2018/8/1,何巧女,第一创业证券股份有限公司,904,0.81,0.34,"何巧女将其持有的9,040,000股股数质押给第一创业证券股份有限公司用于个人融资。",质押初始日期为2018年8月1日至办理解除质押登记手续之日。,已到平仓线,11.77,10.3,14.72,5.38,"79,499.94",71.38,29.63,--,2018/8/3,20180917
877,002310.SZ,2018/7/6,何巧女,中信证券股份有限公司,"1,000.00",0.9,0.37,"何巧女质押10,000,000股给中信证券股份有限公司用于个人融资",质押期限从2018年7月6日至办理解除质押登记手续之止,已到平仓线,11.77,10.3,14.72,5.38,"78,595.94",70.57,29.3,--,2018/7/10,20180917
878,002310.SZ,2018/7/5,何巧女,中国银河证券股份有限公司,510,0.46,0.19,"何巧女质押5,100,000股给中国银河证券股份有限公司用于个人融资",质押期限从2018年7月5日至办理解除质押登记手续之日,已到平仓线,11.77,10.3,14.72,5.38,"78,595.94",70.57,29.3,--,2018/7/10,20180917
879,002310.SZ,2018/6/20,何巧女,华福证券有限责任公司,450,0.4,0.17,"何巧女质押4,500,000股给华福证券有限责任公司用于个人融资",质押期限从2018.6.20至办理解除之日止,已到平仓线,11.77,10.3,14.72,5.38,"77,085.94",69.21,28.73,--,2018/6/23,20180917
880,002310.SZ,2018/5/25,何巧女,国海证券股份有限公司,360,0.32,0.13,"何巧女将其持有的3,600,000股股数质押给国海证券股份有限公司用于个人融资。",质押初始日期为2018年5月25日至办理解除质押登记手续之日。,已到平仓线,11.77,10.3,14.72,5.38,"76,635.94",68.81,28.57,--,2018/5/29,20180917
881,002310.SZ,2018/5/25,何巧女,五矿证券有限公司,122,0.11,0.05,"何巧女将其持有的1,220,000股股数质押给五矿证券有限公司用于个人融资。",质押初始日期为2018年5月25日至办理解除质押登记手续之日。,已到平仓线,11.77,10.3,14.72,5.38,"76,635.94",68.81,28.57,--,2018/5/29,20180917
882,002310.SZ,2018/5/25,何巧女,华创证券有限责任公司,300,0.27,0.11,"何巧女将其持有的3,000,000股股数质押给华创证券有限责任公司用于个人融资。",质押初始日期为2018年5月25日至办理解除质押登记手续之日。,已到平仓线,11.77,10.3,14.72,5.38,"76,635.94",68.81,28.57,--,2018/5/29,20180917
883,002310.SZ,2018/5/25,何巧女,第一创业证券股份有限公司,"2,324.00",2.09,0.87,"何巧女将其持有的23,240,000股股数质押给第一创业证券股份有限公司用于个人融资。",质押初始日期为2018年5月25日至办理解除质押登记手续之日。,已到平仓线,11.77,10.3,14.72,5.38,"76,635.94",68.81,28.57,--,2018/5/29,20180917
884,002310.SZ,2018/5/15,何巧女,国海证券股份有限公司,"4,110.00",3.69,1.53,"何巧女质押41,100,000股给国海证券股份有限公司用于个人融资",质押期限从2018年5月15日至办理解除质押登记手续之日,已到平仓线,15.23,13.32,19.03,5.38,"73,529.94",66.02,27.41,--,2018/5/18,20180828
885,002310.SZ,2018/5/8,何巧女,东兴证券股份有限公司,"2,930.00",2.63,1.09,"何巧女质押29,300,000股给东兴证券股份有限公司",质押期限从2018年5月8日至办理解除质押登记手续之日,已到平仓线,15.26,13.35,19.07,5.38,"78,439.94",70.43,29.24,--,2018/5/11,20180828
886,002310.SZ,2018/4/24,何巧女,中信建投证券股份有限公司,"4,011.00",3.6,1.5,"何巧女质押给中信建投证券股份有限公司40,110,000股",质押期限自2018年4月24日至办理解除质押登记手续之日,已到平仓线,14.91,13.05,18.64,5.38,"75,509.94",67.8,28.15,--,2018/4/27,20180828
887,002310.SZ,2018/4/16,何巧女,中信证券股份有限公司,"3,970.00",3.56,1.48,"何巧女质押给中信证券股份有限公司39,700,000股",质押期限自2018年4月16日至办理解除质押登记手续之日,已到平仓线,14.43,12.63,18.04,5.38,"77,370.94",69.47,28.84,--,2018/4/18,20180830
888,002310.SZ,2018/3/27,何巧女,平安证券股份有限公司,"2,769.00",2.49,1.03,"何巧女质押给平安证券股份有限公司27,690,000股用于融资",质押期限自2018年3月27日至办理解除质押登记手续之日,已到平仓线,15.36,13.44,19.2,5.38,"76,942.94",69.08,28.68,--,2018/3/29,20180828
889,002310.SZ,2018/3/20,何巧女,安信证券股份有限公司,"2,341.90",2.1,0.87,"何巧女将其持有的23,419,000股股数质押给安信证券股份有限公司用于个人融资。",质押初始日期为2018年3月20日至办理解除质押登记手续之日。,已到平仓线,15.14,13.25,18.93,5.38,"78,173.94",70.19,29.14,--,2018/3/22,20180828
890,002310.SZ,2018/3/6,何巧女,中国银河证券股份有限公司,"3,315.00",2.98,1.24,"何巧女将33,150,000股质押给中国银河证券股份有限公司用于个人融资",质押期限从2018年3月6日至办理解除质押登记手续之日,已到平仓线,15.24,13.34,19.05,5.38,"75,832.04",68.08,28.27,--,2018/3/8,20180828
891,002310.SZ,2018/2/14,何巧女,恒泰证券股份有限公司,406,0.36,0.15,"何巧女将其持有的4,060,000股股数质押给恒泰证券股份有限公司用于个人融资。",质押初始日期为2018年2月14日至办理解除质押登记手续之日。,已到平仓线,13.48,11.8,16.85,5.38,"76,752.04",68.91,28.61,--,2018/2/14,20180831
892,002310.SZ,2018/2/8,何巧女,五矿证券有限公司,"2,759.38",2.48,1.03,"何巧女将其持有的27,593,819股股权质押给五矿证券有限公司用于个人融资",质押期限从2018年2月8日至办理解除质押登记手续之日。,已到平仓线,14.2,12.43,17.75,5.38,"76,346.04",68.55,28.46,--,2018/2/10,20180830
893,002310.SZ,2017/12/14,何巧女,恒泰证券股份有限公司,"1,950.00",1.75,0.73,"何巧女质押19,500,000股给恒泰证券股份有限公司用于个人融资","质押开始日期2017-12-14,质押到期日办理解除质押登记手续之日",已到平仓线,16.06,14.05,20.07,5.38,"77,407.66",69.5,28.87,--,2017/12/16,20180827
894,002310.SZ,2017/12/7,何巧女,第一创业证券股份有限公司,"1,140.00",1.02,0.43,"何巧女将11,400,000股质押给第一创业证券股份有限公司用于个人融资",质押期限从2017年12月7日到办理解除质押登记手续之日,已到平仓线,16.22,14.19,20.28,5.38,"75,457.66",67.75,28.14,--,2017/12/9,20180827
895,002310.SZ,2017/11/22,何巧女,第一创业证券股份有限公司,"1,000.00",0.9,0.37,"何巧女将所持有的10,000,000股质押给第一创业证券股份有限公司用于个人融资",质押期限从2017年11月22日到办理解除质押登记手续之日,已到平仓线,16.03,14.02,20.03,5.38,"74,317.66",66.73,27.72,--,2017/11/24,20180827
896,002310.SZ,2017/11/8,何巧女,五矿证券有限公司,"3,922.00",3.52,1.46,质押给五矿证券有限公司,质押开始日期:2017-11-8,已到平仓线,16.35,14.3,20.44,5.38,"76,917.66",69.06,28.69,--,2017/11/11,20180827
897,002310.SZ,2017/11/2,何巧女,华创证券有限责任公司,"2,767.00",2.48,1.03,"何巧女质押27,670,000股给华创证券有限责任公司,用途个人融资。","质押开始日期2017-11-02,至办理解除质押登记手续之日",已到平仓线,16.56,14.49,20.7,5.38,"77,077.66",69.2,28.75,--,2017/11/6,20180827
898,002310.SZ,2017/10/24,何巧女,第一创业证券股份有限公司,"4,145.00",3.72,1.55,"何巧女质押41,450,000股给第一创业证券股份有限公司,用途个人融资。","质押开始日期2017-10-24,至办理解除质押登记手续之日",已到平仓线,17.52,15.33,21.9,5.38,"76,346.66",68.55,28.48,--,2017/10/27,20180524
899,002310.SZ,2017/10/17,何巧女,第一创业证券股份有限公司,"3,710.00",3.33,1.38,"何巧女质押给第一创业证券股份有限公司37,100,000股用于融资",质押开始日期2017年10月17日至办理解除质押登记手续之日。,已到平仓线,16.72,14.63,20.9,5.38,"77,625.66",69.7,28.95,--,2017/10/20,20180827
900,002310.SZ,2017/9/14,何巧女,第一创业证券股份有限公司,"2,810.00",2.52,1.05,"何巧女质押28,100,000股给第一创业证券股份有限公司,用途融资","质押开始日期2017-09-14,至办理解除质押登记手续之日",已到平仓线,15.74,13.78,19.68,5.38,"80,018.66",71.84,29.84,--,2017/9/16,20180827
901,002310.SZ,2017/9/5,何巧女,华福证券有限责任公司,"2,750.00",2.47,1.03,"何巧女将其持有的27,500,000.股质押给华福证券有限责任公司用于个人融资","质押开始日期2017-9-5,质押到期日办理解除质押登记手续之日",已到平仓线,15.31,13.39,19.13,5.38,"77,208.66",69.32,28.8,--,2017/9/7,20180828
902,002310.SZ,2017/8/24,何巧女,华创证券有限责任公司,"3,465.00",3.11,1.29,"何巧女将34,650,000股份质押给华创证券有限责任公司用于个人融资",质押期限为2017-08-24至办理解除质押登记手续之日,已到平仓线,14.65,12.82,18.31,5.38,"78,337.66",70.33,29.22,--,2017/8/26,20180830
903,002310.SZ,2017/7/20,何巧女,第一创业证券股份有限公司,"3,530.00",3.17,1.32,"何巧女质押35,300,000股给第一创业证券股份有限公司用于个人融资","质押开始日期2017-07-20
质押到期日办理解除质押登记手续之日",已到平仓线,13.5,11.82,16.88,5.38,"78,282.66",70.28,29.2,--,2017/7/25,20180831
904,002310.SZ,2017/7/20,何巧女,山西证券股份有限公司,"3,050.00",2.74,1.14,"何巧女质押30,500,000股给山西证券股份有限公司用于个人融资","质押开始日期2017-07-20
质押到期日办理解除质押登记手续之日",已到平仓线,13.5,11.82,16.88,5.38,"78,282.66",70.28,29.2,--,2017/7/25,20180831
905,002310.SZ,2017/7/14,何巧女,华创证券有限责任公司,"4,500.00",4.04,1.68,"质押给华创证券有限责任公司,用于个人融资。","质押开始日期2017-7-14,质押到期日办理解除质押登记手续之日。",已到平仓线,14.43,12.62,18.03,5.38,"75,382.66",67.68,28.12,--,2017/7/18,20180830
